old_path,new_path,lossy_truncated,ext_missing
files/_26lt_3B_EC_9B_90_EC_9E_90_EB_A0_A5_EB_B2_95_26gt_3B_20_EA_B4_80_EA_B3_84_EB_B2_95_EB_A0_B9_EC_A7_91_20_282011.07.10_29.pdf,files/&lt;원자력법&gt; 관계법령집 (2011.07.10).pdf,False,False
files/_EC_82_AC_ED_9A_8C_EC_A3_BC_ED_83_9D_20_EC_82_AC_EC_97_85_EC_9E_90_EB_A5_BC_20_EC_9C_84_ED_95_9C_20_EB_B2_95_EB_A5_A0.pdf,files/사회주택 사업자를 위한 법률.pdf,False,False
files/_EB_AC_B8_ED_99_94_EC_9E_AC_EB_B3_B4_ED_98_B8_EB_B2_95_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/문화재보호법 법령집.pdf,False,False
files/_EA_B3_B5_EC_9D_B8_EC_A4_91_EA_B0_9C_EC_82_AC_20_EB_B6_80_EB_8F_99_EC_82_B0_EA_B3_B5_EB_B2_95_20-_204._20_EA_B1_B4_EC_B6_95_EB_B2_95_283_EB_8B_A8_EB_B9_84_EA_B5_90_29.pdf,files/공인중개사 부동산공법 - 4. 건축법(3단비교).pdf,False,False
files/_EC_A3_BC_EB_85_B8_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/주노법령집.pdf,False,False
files/_EA_B3_B5_EC_9D_B5_EC_82_AC_EC_97_85_20_ED_86_A0_EC_A7_80_EC_86_90_EC_8B_A4_EB_B3_B4_EC_83_81_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/공익사업 토지손실보상 법령집.pdf,False,False
files/_ED_99_94_EC_9E_AC_EC_95_88_EC_A0_84_EC_84_B1_EB_8A_A5_EA_B8_B0_EC_A4_80.pdf,files/화재안전성능기준.pdf,False,False
files/_EA_B5_90_EC_9C_A1_EB_B2_95_EC_A0_842.pdf,files/교육법전2.pdf,False,False
files/_EC_86_8C_EB_B0_A9_20_EC_97_85_EB_AC_B4_20_EA_B4_80_EB_A0_A8_20_EB_B2_95_EB_A0_B9_20_EB_A7_9F_20_ED_96_89_EC_A0_95_EA_B7_9C_EC_B0_A9.pdf,files/소방 업무 관련 법령 맟 행정규착.pdf,False,False
files/_EB_B0_A9_EC_82_AC_EC_84_B1_ED_8F_90_EA_B8_B0_EB_AC_BC_EA_B4_80_EB_A0_A8_EB_B2_95_EB_A0_B9.pdf,files/방사성폐기물관련법령.pdf,False,False
files/_EC_86_8C_EB_B0_A9_EA_B3_B5_EB_AC_B4_EC_9B_90_20_EC_9D_B8_EC_82_AC_EA_B5_90_EC_9C_A1_EA_B4_80_EB_A0_A8_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/소방공무원 인사교육관련 법령집.pdf,False,False
files/_EC_82_AC_EB_A6_BD_EB_8C_80_ED_95_99_20_EA_B4_80_EB_A0_A8_20_EB_B2_95_EB_A0_B9.pdf,files/사립대학 관련 법령.pdf,False,False
files/_ED_95_B4_EC_82_AC_EB_B2_95_EA_B7_9C_20_EC_8B_9C_ED_97_98_EB_8C_80_EB_B9_84.pdf,files/해사법규 시험대비.pdf,False,False
files/_EA_B7_BC_EB_A1_9C_EA_B8_B0_EC_A4_80_EB_B2_95._20_EC_8B_9C_ED_96_89_EB_A0_B9._20_EC_8B_9C_ED_96_89_EA_B7_9C_EC_B9_99.pdf,files/근로기준법. 시행령. 시행규칙.pdf,False,False
files/_EA_B5_AD_EB_AF_BC_20_ED_8F_89_EC_83_9D_20_EC_A7_81_EC_97_85_EB_8A_A5_EB_A0_A5_20_EA_B0_9C_EB_B0_9C_EB_B2_95_20_EA_B4_80_EB_A0_A8.pdf,files/국민 평생 직업능력 개발법 관련.pdf,False,False
files/_EC_B2_AD_EB_85_84_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/청년 법령집.pdf,False,False
files/_EC_95_84_EB_8F_99_EC_B2_AD_EC_86_8C_EB_85_84_EC_84_B1_EB_B3_B4_ED_98_B8_EC_97_90_EA_B4_80_ED_95_9C_20_EB_B2_95_EB_A5_A0_EC_9D_BC_EB_B6_80_EA_B0_9C_EC_A0_95_EB_B2_95_EB_A5_A0.pdf,files/아동청소년성보호에관한 법률일부개정법률.pdf,False,False
files/_EC_86_8C_EB_B0_A9_20_EB_B0_8F_20_EA_B3_B5_EB_8F_99_EC_A3_BC_ED_83_9D.pdf,files/소방 및 공동주택.pdf,False,False
files/_EA_B1_B4_EC_84_A4_EC_82_AC_EC_97_85_EA_B4_80_EB_A6_AC_20_EA_B4_80_EB_A0_A8_20_EB_B2_95_EA_B7_9C.pdf,files/건설사업관리 관련 법규.pdf,False,False
files/_EC_9E_90_EB_8F_99_EC_B0_A8_EA_B4_80_EB_A6_AC_EB_B2_95.pdf,files/자동차관리법.pdf,False,False
files/_EA_B1_B4_EC_84_A4_EA_B8_B0_EC_88_A0_20_EC_A7_84_ED_9D_A5_EB_B2_95.pdf,files/건설기술 진흥법.pdf,False,False
files/_EA_B1_B4_EC_84_A4_EA_B3_B5_EC_82_AC_20_EC_82_AC_EC_97_85_EA_B4_80_EB_A6_AC_EB_B0_A9_EC_8B_9D_20_EA_B2_80_ED_86_A0_EA_B8_B0_EC_A4_80_20_EB_B0_8F_20_EC_97_85_EB_AC_B4_EC_88_98_ED_96,files/건설공사 사업관리방식 검토기준 및 업무수.pdf,True,True
files/_EC_9D_B8_EA_B3_B5_EC_A7_80_EB_8A_A5_20_EA_B4_80_EB_A0_A8_20_EB_B2_95_EB_A0_B9.pdf,files/인공지능 관련 법령.pdf,False,False
files/_ED_99_94_EC_9E_AC_EC_95_88_EC_A0_84_EA_B8_B0_EC_A4_80_28NFSC_29.pdf,files/화재안전기준(NFSC).pdf,False,False
files/_EC_B5_9C_EC_8B_A0_20_ED_99_94_EC_9E_AC_EC_95_88_EC_A0_84_EC_84_B1_EB_8A_A5_EA_B8_B0_EC_A4_80_28NFPC_29_20_EB_B0_8F_20_EA_B8_B0_EC_88_A0_EA_B8_B0_EC_A4_80_28NFTC_29.pdf,files/최신 화재안전성능기준(NFPC) 및 기술기준(NFTC).pdf,False,False
files/_EC_A3_BC_EC_9A_94_20_EB_B2_95_EB_A5_A0.pdf,files/주요 법률.pdf,False,False
files/_EB_8C_80_EA_B8_B0_ED_99_98_EA_B2_BD_EB_B3_B4_EC_A0_84_EB_B2_95.pdf,files/대기환경보전법.pdf,False,False
files/_EC_B2_B4_EC_9C_A1_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/체육법령집.pdf,False,False
files/_EB_8F_84_EC_8B_9C_EC_9E_AC_EC_A0_95_EB_B9_84_20_EC_B4_89_EC_A7_84_20_ED_8A_B9_EB_B3_84_EB_B2_95_EB_A0_B9.pdf,files/도시재정비 촉진 특별법령.pdf,False,False
files/_EA_B1_B4_EC_B6_95_EA_B4_80_EB_A0_A8_20_EB_B2_95_20_EC_B4_9D_EC_A0_95_EB_A6_AC.pdf,files/건축관련 법 총정리.pdf,False,False
files/_EC_9E_90_EB_8F_99_EC_B0_A8_20_EA_B4_80_EB_A0_A8_20_EB_B2_95_EA_B7_9C.pdf,files/자동차 관련 법규.pdf,False,False
files/_ED_99_98_EA_B2_BD_EB_B3_B4_EA_B1_B4_EB_B2_95_2824_29.pdf,files/환경보건법(24).pdf,False,False
files/_EC_82_B0_EB_A6_BC_EA_B4_80_EA_B3_84_EB_B2_95_EB_A0_B9_EC_A7_91_203_EB_8B_A8_20_EB_B9_84_EA_B5_90.pdf,files/산림관계법령집 3단 비교.pdf,False,False
files/_EC_82_B0_EC_97_85_EC_9E_85_EC_A7_80_20_EB_B0_8F_20_EA_B0_9C_EB_B0_9C_EC_97_90_20_EA_B4_80_ED_95_9C_20_EB_B2_95_EB_A0_B9_EC_A7_91.pdf,files/산업입지 및 개발에 관한 법령집.pdf,False,False
