kind	path	issues
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/부산광역시_사상구_여성단체현황_20260721.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/한국도로교통공단_도로형태별_교통사고_통계_2024_.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/부산광역시_사상구_정화조청소업체.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/보건복지부_응급안전안심_운영기관_보유장비_정보_20240520.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/4._한국환경공단_폐자원에너지_기타정보_20251231.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/한국가스공사_경상정비_중장비_법정검사_실적_20260707.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
content	/data/richard/cohesity-poc/gaia_web_dataset/data_go_kr/files/_공공데이터_지역별_유종별_면세유_공급량_20251231.csv	invalid_utf8:invalid start byte@0,valid_as_cp949_not_utf8
filename	/data/richard/cohesity-poc/gaia_web_dataset/kdischool_eng/files/공고문_유네스코_아태교육원_계약직_채용 26년_1�_.pdf	replacement_char_in_name
filename	/data/richard/cohesity-poc/gaia_web_dataset/kdischool_eng/files/붙임1.홍보안내문구_(건축공간연구원) 23제2차_AURI�_.hwp	replacement_char_in_name
content	/data/richard/cohesity-poc/gaia_web_dataset/riss_theses/files/cat02.html	invalid_utf8:invalid continuation byte@159,not_valid_utf8_or_cp949
filename	/data/richard/cohesity-poc/gaia_web_dataset/bok_publications/files/BOK 이슈노트 제2022-35호 노동공급 확대 요인 분석-�_.pdf	replacement_char_in_name
filename	/data/richard/cohesity-poc/gaia_web_dataset/bok_publications/files/지방중소기업 지원 프로그램� 운용기준 주요�.pdf	replacement_char_in_name
filename	/data/richard/cohesity-poc/gaia_web_dataset/bok_publications/files/_BOK_20Issue_20Note_202026-9_20Structural_20Change_20in_20Korea’s_20External_20Sector_20and_20Its_20Implications_20on_20the_20Exchange_20Rates.pdf	looks_like_mojibake_repairable_via_cp1252->cp949
filename	/data/richard/cohesity-poc/gaia_web_dataset/bok_publications/files/Korea’s_20Neutral_20Interest_20Rate_S1.pdf	looks_like_mojibake_repairable_via_cp1252->cp949
filename	/data/richard/cohesity-poc/gaia_web_dataset/mss_eng/files/충북지방중소벤처기업청_개인정보처리방침_�_.hwpx	replacement_char_in_name
filename	/data/richard/cohesity-poc/gaia_web_dataset/mss_eng/files/부산지방중소벤처기업부_개인정보처리방침_�_.hwpx	replacement_char_in_name
filename	/data/richard/cohesity-poc/gaia_web_dataset/mss_eng/files/경기지방중소벤처기업청_개인정보처리방침_�_.hwpx	replacement_char_in_name
